video_folder,transcript_path,drive_file_id,duration_seconds,segments_count,channel_subscribers,interval_label_mean__pain_point,interval_label_mean__why_important,interval_label_mean__problem_consequence,interval_label_mean__promise_result,interval_label_mean__solution_simple,interval_label_mean__solution_fast,interval_label_mean__solution_radical,interval_label_mean__trigger_watch_to_end,interval_label_mean__trigger_urgency,interval_label_mean__quick_tip,abstract_total_count,abstract_intervals_with_feature,abstract_intervals_total,integration_present,integration_confidence,integration_evidence_count_max,integration_suggested_next_step_present,evidence_concreteness_density_mean,evidence_authority_intervals,evidence_analytical_intervals,evidence_water_ratio_mean,linguistic__avg_word_length,linguistic__technical_term_density,linguistic__rare_word_ratio,linguistic__foreign_terms_count,linguistic__avg_sentence_length,linguistic__subordinate_clause_ratio,linguistic__flesch_reading_ease,emotion__positive_emotion_ratio,emotion__negative_emotion_ratio,emotion__energy_density,emotion__personal_pronoun_ratio,emotion__emotional_polarity_ratio,expectation_alignment_score,expectation_mismatch_points_count,target__retention_mean,target__retention_mid,target__retention_tail,target__retention_curve_20__00,target__retention_curve_20__01,target__retention_curve_20__02,target__retention_curve_20__03,target__retention_curve_20__04,target__retention_curve_20__05,target__retention_curve_20__06,target__retention_curve_20__07,target__retention_curve_20__08,target__retention_curve_20__09,target__retention_curve_20__10,target__retention_curve_20__11,target__retention_curve_20__12,target__retention_curve_20__13,target__retention_curve_20__14,target__retention_curve_20__15,target__retention_curve_20__16,target__retention_curve_20__17,target__retention_curve_20__18,target__retention_curve_20__19,target__retention_point__000,target__retention_point__001,target__retention_point__002,target__retention_point__003,target__retention_point__004,target__retention_point__005,target__retention_point__006,target__retention_point__007,target__retention_point__008,target__retention_point__009,target__retention_point__010,target__retention_point__011,target__retention_point__012,target__retention_point__013,target__retention_point__014,target__retention_point__015,target__retention_point__016,target__retention_point__017,target__retention_point__018,target__retention_point__019,target__retention_point__020,target__retention_point__021,target__retention_point__022,target__retention_point__023,target__retention_point__024,target__retention_point__025,target__retention_point__026,target__retention_point__027,target__retention_point__028,target__retention_point__029,target__retention_point__030,target__retention_point__031,target__retention_point__032,target__retention_point__033,target__retention_point__034,target__retention_point__035,target__retention_point__036,target__retention_point__037,target__retention_point__038,target__retention_point__039,target__retention_point__040,target__retention_point__041,target__retention_point__042,target__retention_point__043,target__retention_point__044,target__retention_point__045,target__retention_point__046,target__retention_point__047,target__retention_point__048,target__retention_point__049
8__NWVjeyZ8,transcripts,1tegK1VSsQg9FcWxc1Gjrx21Kw5oEsDrX,1589.38,622,136000,0.099,0.024,0.027000000000000003,0.066,0.048,0.005,0.011000000000000001,0.038,0.006999999999999999,0.016,114,60,100,1,0.95,3,1,0.147,4,0,0.73,1.8267357503607502,0.0,0.9324166666666666,3.18,1.6603333333333332,0.059833333333333336,141.6418666666667,0.205,0.086,0.268,0.107,0.18599999999999997,0.2,4,0.6457565789473685,0.645,0.345,1.0,0.8565789473684211,0.8103947368421053,0.765,0.7567105263157895,0.45473684210526316,0.5171052631578946,0.7085526315789472,0.6667105263157895,0.6619736842105262,0.645,0.6232894736842106,0.5861842105263159,0.5944736842105263,0.5928947368421054,0.6209210526315789,0.5747368421052633,0.5818421052631579,0.5530263157894737,0.345,1.0,0.9197448979591837,0.8280612244897959,0.8372448979591836,0.8225510204081632,0.805561224489796,0.7875,0.7757142857142858,0.7601020408163265,0.7425,0.7619387755102041,0.7189285714285714,0.4575,0.45795918367346944,0.4425,0.4504591836734694,0.6431632653061226,0.75,0.710969387755102,0.6841836734693877,0.675,0.6610714285714286,0.6734693877551021,0.6702551020408163,0.6671938775510203,0.6596938775510204,0.6440816326530612,0.6284693877551021,0.6289285714285714,0.6047448979591837,0.5925,0.5869897959183674,0.6052040816326532,0.5801020408163265,0.5958673469387756,0.5432142857142858,0.588061224489796,0.581173469387755,0.585765306122449,0.5914285714285717,0.5850000000000001,0.5724489795918366,0.6139285714285713,0.5718367346938775,0.5745918367346937,0.5511734693877552,0.5484183673469388,0.5481122448979591,0.5253061224489797,0.345
8YXWaEo201o,transcripts,1THPNvh1yM8Lfllqlt33ZPFFLHd0InZYr,1114.96,171,136000,0.12475247524752475,0.08613861386138613,0.05841584158415842,0.007920792079207921,0.011881188118811883,0.0,0.009900990099009901,0.023762376237623763,0.0,0.0,146,71,101,1,0.9,2,1,0.24851485148514854,9,2,0.6425742574257426,1.7446378066378065,0.0,0.9871428571428571,2.44,2.4943333333333335,0.18899999999999997,143.49236666666667,0.12821782178217822,0.11831683168316831,0.2272277227722772,0.034653465346534656,0.1306930693069307,0.1,4,0.695828947368421,0.6994736842105262,0.5774999999999999,1.0,0.7930263157894737,0.7796052631578947,0.7618421052631579,0.8032894736842106,0.72,0.7081578947368421,0.6986842105263158,0.7042105263157894,0.69,0.6994736842105262,0.6675,0.645,0.6343421052631579,0.6225,0.615,0.6,0.5964473684210526,0.6,0.5774999999999999,1.0,0.9116326530612245,0.8087755102040817,0.7865816326530612,0.7812244897959183,0.784438775510204,0.7631632653061224,0.7553571428571428,0.7625510204081631,0.75,0.7714285714285714,0.7871938775510203,0.7275,0.72,0.7125,0.7125,0.705,0.7072959183673468,0.6994897959183674,0.6975,0.705,0.6985714285714286,0.6975,0.69,0.69,0.69,0.7059183673469387,0.688469387755102,0.6675,0.66,0.6583163265306123,0.645,0.642704081632653,0.6375,0.63,0.6342857142857143,0.6225,0.6186734693877551,0.615,0.615,0.6102551020408163,0.6024489795918367,0.6,0.6056632653061225,0.594030612244898,0.5925,0.5990816326530612,0.6,0.5928061224489797,0.5774999999999999
9B3N8I4Vidc,transcripts,19Ia-ZCMEQztDTI3eFofAaxEH8aRKT0HJ,744.84,106,136000,0.15346534653465346,0.041584158415841586,0.06435643564356436,0.0801980198019802,0.05346534653465347,0.008910891089108912,0.01386138613861386,0.05049504950495049,0.0059405940594059415,0.01386138613861386,126,73,101,1,0.9,3,1,0.12772277227722773,1,0,0.7336633663366336,2.596574993633817,0.0,0.7284957417310358,3.764705882352941,3.3186274509803924,0.1715686274509804,136.6664705882353,0.15544554455445544,0.07821782178217822,0.24900990099009904,0.058910891089108915,0.10297029702970298,0.3,5,0.6483552631578947,0.675,0.4125,0.9975,0.7405263157894737,0.735,0.729078947368421,0.6967105263157894,0.4898684210526315,0.5261842105263157,0.69,0.6892105263157894,0.6797368421052632,0.675,0.6607894736842106,0.6525,0.641842105263158,0.6248684210526316,0.6003947368421053,0.5909210526315789,0.5774999999999999,0.5569736842105263,0.4125,0.9975,0.8450510204081633,0.7562755102040816,0.7340816326530613,0.7337755102040816,0.735,0.7350000000000001,0.735,0.7275,0.735,0.7063775510204082,0.6757653061224489,0.5598979591836736,0.49147959183673473,0.5035714285714286,0.5262244897959184,0.5814795918367348,0.6808163265306122,0.69,0.69,0.69,0.6835714285714286,0.6825,0.6820408163265306,0.675,0.675,0.6745408163265306,0.6675,0.6664285714285714,0.6675,0.6583163265306123,0.6525,0.6525,0.645,0.6375,0.63,0.6264795918367347,0.615,0.6075,0.6,0.5952551020408163,0.5925,0.5850000000000001,0.5793367346938775,0.5774999999999999,0.5712244897959183,0.5625,0.555,0.5403061224489796,0.4125
b5gAWk2QuSU,transcripts,1IiKZi8-217th25CJVv7Ih2ZaJSKO1fIX,1000.4599999999999,325,136000,0.05742574257425742,0.033663366336633666,0.025742574257425745,0.0039603960396039604,0.007920792079207921,0.00693069306930693,0.0049504950495049506,0.01881188118811881,0.0049504950495049506,0.008910891089108912,172,85,101,1,0.9,2,1,0.17722772277227722,3,1,0.698019801980198,1.5689098291174415,0.0,0.9549256203235442,2.450980392156863,2.4944444444444445,0.05555555555555556,140.61506535947714,0.15495049504950495,0.048514851485148516,0.19950495049504952,0.030693069306930693,0.1415841584158416,0.1,5,0.7547039473684211,0.75,0.4875,1.0,0.8810526315789473,0.8475,0.8265789473684211,0.81,0.7949999999999999,0.7875,0.7725,0.765,0.7622368421052632,0.75,0.735,0.7275,0.716842105263158,0.705,0.69,0.6884210526315788,0.6789473684210526,0.6675,0.4875,1.0,0.9968367346938776,0.8918877551020408,0.8690816326530613,0.855,0.8475,0.8381632653061224,0.8325,0.8225510204081633,0.8175,0.814438775510204,0.8066326530612244,0.798826530612245,0.795,0.7875,0.7875,0.7874999999999999,0.78,0.7725,0.7666836734693877,0.7786224489795919,0.765,0.765,0.765,0.7501530612244898,0.75,0.7504591836734694,0.755969387755102,0.735,0.735,0.7275,0.7275,0.722295918367347,0.7248979591836734,0.7125,0.705,0.705,0.6975,0.69,0.69,0.69,0.69,0.6825,0.675,0.676530612244898,0.675,0.6675,0.6537244897959182,0.5796428571428572,0.4875
bK-1Mfb93uA,transcripts,1NySs4fK_b-lZlv-2AKdrCThhocJXgKzb,861.7600000000001,233,136000,0.048,0.006,0.011000000000000001,0.013000000000000001,0.014000000000000002,0.0,0.009000000000000001,0.09699999999999999,0.008,0.006,125,79,100,1,0.9,2,1,0.14,4,0,0.723,2.1970276999688765,0.0,0.8849673202614379,2.2941176470588234,2.1449579831932772,0.0718954248366013,135.31508403361346,0.12300000000000001,0.028999999999999998,0.17600000000000002,0.050499999999999996,0.10400000000000001,0.1,5,0.6600065789473685,0.6225,0.3675,1.0,0.7985526315789473,0.7725,0.765,0.7575,0.7476315789473684,0.7113157894736841,0.6888157894736842,0.6667105263157895,0.6422368421052631,0.6225,0.6075,0.6,0.5925,0.5798684210526315,0.5850000000000001,0.57,0.5625,0.5625,0.3675,1.0,0.9919897959183673,0.8162755102040817,0.7856632653061224,0.7587244897959183,0.7725,0.7743367346938775,0.7703571428571429,0.7649999999999999,0.7725,0.7619387755102041,0.7575,0.7538265306122449,0.7460204081632653,0.735,0.72,0.7001020408163265,0.6847959183673469,0.6880102040816327,0.69,0.6763775510204082,0.6610714285714286,0.654030612244898,0.6454591836734694,0.6375,0.6298469387755101,0.6220408163265306,0.614234693877551,0.6075,0.6075,0.6,0.6,0.6075,0.5973979591836734,0.589591836734694,0.5850000000000001,0.5814795918367346,0.5774999999999999,0.5850000000000001,0.5850000000000001,0.5727551020408163,0.57,0.57,0.5643367346938776,0.5625,0.5562244897959184,0.5615816326530613,0.5418367346938775,0.5109183673469389,0.3675
BZEZxzRJ-L4,transcripts,1QidJxOlejWcUXWHT9NIBAKXnoN3LNiG9,1645.28,569,136000,0.086,0.01,0.019,0.011000000000000001,0.009000000000000001,0.0,0.003,0.051,0.004,0.0,79,45,100,0,0.9,0,1,0.11599999999999999,0,1,0.765,1.8345471864736569,0.0,0.9157666666666667,3.16,2.0219603174603176,0.10083333333333334,141.1717515873016,0.17800000000000002,0.106,0.235,0.1105,0.228,0.0,5,0.6734671052631579,0.6402631578947369,0.3075,1.0,0.7930263157894737,0.799342105263158,0.783157894736842,0.7271052631578947,0.756315789473684,0.700657894736842,0.6963157894736842,0.7369736842105262,0.6742105263157894,0.6402631578947369,0.6315789473684211,0.6161842105263158,0.6138157894736842,0.6505263157894738,0.5850000000000001,0.5909210526315789,0.6,0.5664473684210525,0.3075,1.0,0.8756632653061224,0.8087755102040817,0.7875,0.7862755102040817,0.7920918367346939,0.8326530612244898,0.8003571428571429,0.7751020408163265,0.7752551020408163,0.7452551020408162,0.7166326530612245,0.7161734693877551,0.7708163265306123,0.7649999999999999,0.7020918367346938,0.6926020408163265,0.6847959183673469,0.6955102040816328,0.6941326530612245,0.7956122448979591,0.6975000000000001,0.6682653061224489,0.6815816326530612,0.66,0.6670408163265305,0.6375,0.638265306122449,0.6428571428571429,0.6286224489795919,0.6283163265306122,0.6169897959183673,0.6277040816326531,0.6172959183673469,0.619591836734694,0.6182142857142858,0.6440816326530614,0.6075,0.5883673469387756,0.5938775510204081,0.5905102040816328,0.5900510204081634,0.5850000000000001,0.5868367346938776,0.6,0.57,0.5765816326530611,0.5556122448979592,0.40301020408163335,0.3075
Db6f982wxPg,transcripts,1bRnTP3v4rUcggRrd8A-ArvPxHrUF1MKE,722.2,145,136000,0.31287128712871287,0.12079207920792079,0.1712871287128713,0.0019801980198019802,0.00891089108910891,0.0,0.007920792079207921,0.01485148514851485,0.0,0.008910891089108912,182,91,101,0,0.9,0,1,0.15148514851485148,8,1,0.7287128712871287,1.4895658263305322,0.0,0.9101307189542484,1.4705882352941178,2.196078431372549,0.058823529411764705,132.3714705882353,0.08712871287128714,0.18910891089108908,0.21386138613861388,0.05346534653465347,0.18613861386138614,0.0,5,0.7509934210526316,0.7275,0.5850000000000001,1.0,0.8790789473684211,0.8475,0.8475,0.8175,0.8151315789473685,0.7906578947368421,0.7736842105263158,0.7575,0.7425,0.7275,0.72,0.7073684210526315,0.705,0.69,0.675,0.66,0.6489473684210526,0.63,0.5850000000000001,1.0,0.9974489795918368,0.9056632653061224,0.8615816326530612,0.8525510204081632,0.8475,0.8418367346938775,0.8475,0.8450510204081633,0.8297448979591836,0.8219387755102041,0.8175,0.8175,0.8135204081632654,0.8057142857142857,0.795,0.7874999999999999,0.78,0.7744897959183673,0.7666836734693877,0.7575,0.7575,0.75,0.7429591836734695,0.7425,0.7348469387755102,0.7275,0.72,0.72,0.7186224489795918,0.7125,0.7089795918367346,0.7125,0.7098979591836734,0.7020918367346939,0.6942857142857142,0.69,0.6825,0.675,0.670561224489796,0.6627551020408163,0.66,0.6546428571428572,0.6525,0.6465306122448979,0.6375,0.63,0.6231122448979592,0.6225,0.5850000000000001
DhFuAhFMvms,transcripts,1gVX70KoK8NADNqKe-jxplrN7rxjAz_Mp,1634.72,388,136000,0.05544554455445544,0.07821782178217822,0.024752475247524754,0.04059405940594059,0.025742574257425745,0.01782178217821782,0.01881188118811881,0.14059405940594058,0.005940594059405941,0.005940594059405941,194,89,101,1,0.9,3,1,0.2405940594059406,12,3,0.6475247524752474,1.6608296352770038,0.0,0.9663924963924964,3.74,2.8310000000000004,0.14333333333333334,143.05470000000003,0.1292079207920792,0.03861386138613861,0.20841584158415843,0.04732673267326733,0.11089108910891088,0.1,4,0.688921052631579,0.69,0.3675,1.0,0.825,0.8175,0.8025,0.7871052631578948,0.765,0.5636842105263158,0.701842105263158,0.7275,0.7077631578947368,0.69,0.675,0.66,0.645,0.6426315789473684,0.6225,0.6059210526315789,0.5925,0.5794736842105263,0.3675,1.0,0.9128571428571429,0.8318877551020408,0.825,0.8375510204081632,0.8175,0.81,0.8078571428571428,0.8000510204081632,0.7922448979591836,0.7875,0.7766326530612244,0.7688265306122448,0.765,0.6932142857142856,0.5462755102040817,0.5846938775510204,0.602295918367347,0.6945918367346942,0.7258163265306122,0.7261224489795918,0.7275,0.7125,0.7068367346938775,0.7125,0.6973469387755102,0.69,0.689234693877551,0.675,0.6688775510204081,0.6658163265306122,0.66,0.6525,0.645,0.6420918367346939,0.6375,0.6410204081632653,0.633673469387755,0.6258673469387754,0.635816326530612,0.6102551020408163,0.6075,0.6,0.6,0.5925,0.5925,0.5850000000000001,0.5774999999999999,0.5484183673469389,0.3675
DrS6_CT0XrU,transcripts,1JlrvS9zEUNM5jHy8LNiaROGsVb7DyhDh,506.9,100,136000,0.075,0.055,0.035,0.06,0.006999999999999999,0.0,0.003,0.019,0.001,0.0,73,54,100,1,1.0,1,1,0.273,1,0,0.63,1.259648303765951,0.0,0.7784780578898225,1.7843137254901962,2.1241830065359477,0.06862745098039216,115.2019934640523,0.128,0.057999999999999996,0.161,0.043,0.139,0.1,4,0.7031118421052632,0.675,0.6,1.0,0.8565789473684211,0.7689473684210526,0.751578947368421,0.7346052631578948,0.7125,0.700657894736842,0.6975,0.6825,0.675,0.675,0.6682894736842105,0.66,0.6525,0.6576315789473685,0.645,0.645,0.6414473684210527,0.6375,0.6,1.0,0.9986734693877551,0.9038265306122448,0.8372448979591836,0.7925510204081634,0.7665306122448979,0.7725,0.7682142857142856,0.7475510204081632,0.7377551020408164,0.735,0.7275,0.72,0.7125,0.7125,0.7079081632653061,0.6975,0.6975,0.6975,0.6916836734693877,0.6838775510204081,0.6825,0.6825,0.6754591836734694,0.675,0.675,0.6754591836734694,0.681734693877551,0.6739285714285714,0.6661224489795918,0.66,0.66,0.66,0.6573979591836734,0.6525,0.6525,0.6560204081632653,0.6561734693877551,0.645,0.645,0.645,0.645,0.645,0.645,0.6390306122448979,0.6375,0.6375,0.6306122448979591,0.6228061224489797,0.6
dx7dMwMXSAA,transcripts,19_GbRTiYF-v9CF7-sy_NGDzoralueust,1524.8400000000001,209,136000,0.19306930693069307,0.04851485148514851,0.16930693069306932,0.021782178217821784,0.00693069306930693,0.005940594059405941,0.0297029702970297,0.04257425742574257,0.0,0.0,160,77,101,1,0.9,2,1,0.28217821782178215,12,3,0.6217821782178218,1.7081348118112825,0.0,0.8622602071131482,3.823529411764706,2.822549019607843,0.18300653594771243,134.4342156862745,0.12227722772277227,0.14603960396039603,0.24603960396039606,0.028811881188118813,0.14554455445544554,0.1,4,0.6002434210526315,0.5755263157894737,0.42,1.0,0.7535526315789474,0.7046052631578947,0.6631578947368422,0.6375,0.6303947368421052,0.611842105263158,0.6,0.5850000000000001,0.5774999999999999,0.5755263157894737,0.5625,0.555,0.5443421052631578,0.5451315789473685,0.54,0.5309210526315788,0.5139473684210526,0.45394736842105254,0.42,1.0,0.8897448979591837,0.7781632653061225,0.7415816326530612,0.7275,0.7094387755102042,0.6881632653061224,0.6803571428571429,0.6575510204081633,0.6525,0.6419387755102041,0.6341326530612245,0.63,0.6255612244897959,0.6107142857142858,0.6075,0.6101020408163266,0.602295918367347,0.6,0.5866836734693879,0.5850000000000001,0.5850000000000001,0.5782653061224489,0.5774999999999999,0.5774999999999999,0.5850000000000001,0.5695408163265305,0.5625,0.5625,0.5625,0.555,0.555,0.552704081632653,0.5475,0.54,0.54,0.5435204081632654,0.5436734693877552,0.54,0.54,0.5352551020408164,0.5325,0.525,0.5175,0.5115306122448979,0.48122448979591836,0.46591836734693876,0.45,0.4425,0.42
e21aHqRYPKE,transcripts,182zBqSrhFNOhBfzIlril2a3YvTL_8NBH,1190.08,270,136000,0.12376237623762376,0.062376237623762376,0.07821782178217822,0.030693069306930693,0.0,0.007920792079207921,0.031683168316831684,0.08316831683168317,0.032673267326732675,0.0,139,73,101,1,0.9,2,1,0.22475247524752476,12,2,0.6628712871287129,1.7744090909090908,0.0,0.934,1.96,2.585,0.10833333333333334,137.50510000000003,0.1485148514851485,0.11732673267326732,0.23663366336633665,0.046534653465346534,0.16633663366336635,0.0,5,0.7331907894736842,0.72,0.45,1.0,0.8455263157894737,0.81,0.81,0.7946052631578947,0.78,0.7961842105263157,0.7586842105263157,0.75,0.7322368421052632,0.72,0.7125,0.705,0.705,0.7002631578947369,0.6678947368421053,0.66,0.6414473684210527,0.6244736842105263,0.45,1.0,0.9716326530612245,0.8612755102040817,0.8390816326530611,0.8162755102040816,0.81,0.81,0.81,0.8075510204081633,0.8025,0.795,0.7875,0.7838265306122449,0.78,0.78,0.7816836734693877,0.7878061224489796,0.765,0.7594897959183673,0.7575000000000001,0.75,0.75,0.756734693877551,0.735,0.7201530612244899,0.72,0.7195408163265306,0.7125,0.7125,0.7125,0.7183163265306123,0.705,0.6975,0.7001020408163265,0.6991836734693877,0.69,0.6970408163265307,0.7011734693877552,0.675,0.6675,0.6675,0.66,0.6546428571428572,0.645,0.6390306122448979,0.6375,0.63,0.6156122448979592,0.5490306122448981,0.45
ECP4p12A5FY,transcripts,184-usIllkr7Qq8RJhTCKOOyicWNqa7t4,1418.8,339,136000,0.159,0.057,0.077,0.053,0.037000000000000005,0.005,0.003,0.087,0.022000000000000002,0.023,125,73,100,1,0.9,3,1,0.183,3,0,0.6990000000000001,1.9760952555070201,0.0,0.8560442825148706,3.6666666666666665,3.0003267973856214,0.11764705882352941,139.95741830065361,0.1155,0.111,0.2315,0.0599,0.18,0.0,5,0.7295592105263158,0.7125,0.45,1.0,0.8719736842105262,0.8360526315789474,0.6856578947368421,0.8171052631578948,0.7949999999999999,0.7819736842105263,0.7598684210526314,0.7409210526315789,0.7247368421052631,0.7125,0.6982894736842106,0.6963157894736842,0.6813157894736842,0.6698684210526316,0.6675,0.661578947368421,0.6825,0.6580263157894738,0.45,1.0,0.9422448979591836,0.8562244897959184,0.8747448979591836,0.8600510204081633,0.8384693877551019,0.7504591836734694,0.6921428571428571,0.6825,0.7108163265306124,0.8130612244897959,0.81,0.8026530612244899,0.795,0.7907142857142857,0.7891836734693878,0.7822959183673468,0.7793877551020408,0.7614795918367345,0.7616326530612245,0.7438775510204082,0.7296428571428571,0.7275,0.7279591836734695,0.72,0.7125,0.7129591836734694,0.7057653061224489,0.7039285714285713,0.6975,0.705,0.6955102040816328,0.6825,0.6798979591836735,0.6870918367346939,0.6792857142857143,0.6714795918367347,0.6675,0.6675,0.6675,0.66,0.66,0.6675,0.6656632653061225,0.6825,0.6924489795918367,0.6543367346938775,0.66,0.6528061224489795,0.45
EFxlvlchMw8,transcripts,1925xfQfQKxzkFFHZ80OGKdYQz78Dqxi4,1225.88,181,136000,0.10693069306930691,0.05643564356435644,0.04059405940594059,0.03663366336633664,0.03564356435643565,0.011881188118811881,0.012871287128712869,0.08316831683168317,0.031683168316831684,0.0049504950495049506,162,90,101,1,0.9,3,1,0.16534653465346533,8,1,0.701980198019802,2.1603464890229596,0.0,0.8182062762945117,2.8823529411764706,3.2186274509803923,0.12810457516339868,133.9193137254902,0.13366336633663367,0.0806930693069307,0.22772277227722773,0.05693069306930693,0.11782178217821783,0.1,5,0.6821907894736843,0.6825,0.405,1.0,0.81,0.7444736842105263,0.6209210526315789,0.7796052631578947,0.7602631578947369,0.7393421052631579,0.7275,0.7125,0.6947368421052631,0.6825,0.675,0.675,0.6568421052631579,0.6323684210526316,0.6078947368421053,0.5984210526315789,0.5739473684210525,0.5475,0.405,1.0,0.9122448979591837,0.8168877551020408,0.81,0.8025,0.7662244897959185,0.6471428571428572,0.615,0.6200510204081633,0.7053061224489797,0.7755612244897958,0.765765306122449,0.761173469387755,0.7570408163265306,0.735,0.735,0.7327040816326531,0.7275,0.7275,0.72,0.7125,0.7125,0.698265306122449,0.6975,0.6973469387755102,0.6898469387755101,0.6824999999999999,0.675,0.675,0.6933673469387756,0.6808163265306122,0.675,0.665204081632653,0.66,0.6525,0.6417857142857142,0.6339795918367346,0.6225,0.615,0.6075,0.6075,0.6,0.5871428571428573,0.5793367346938775,0.5715306122448979,0.5574489795918368,0.5484183673469388,0.5406122448979592,0.5253061224489797,0.405
EhAdb6fIEe0,transcripts,1XExmOAaXHvJVAhiH7uYShX5ipunrYQmC,1126.4,216,136000,0.1217821782178218,0.0297029702970297,0.08811881188118813,0.025742574257425745,0.00891089108910891,0.0,0.032673267326732675,0.03762376237623762,0.0,0.0,165,81,101,1,0.9,2,1,0.21485148514851485,3,0,0.6762376237623762,2.486539294039294,0.0,0.8236342546342545,3.32,3.063333333333333,0.125,142.75266666666667,0.17227722772277226,0.09207920792079209,0.23465346534653464,0.026732673267326736,0.15742574257425743,0.1,5,0.5943815789473684,0.5774999999999999,0.3225,1.0,0.7385526315789475,0.715657894736842,0.691578947368421,0.675,0.6651315789473684,0.6406578947368421,0.645,0.6075,0.5925,0.5774999999999999,0.555,0.5325,0.5175,0.5025,0.5021052631578947,0.48,0.4689473684210526,0.4575,0.3225,1.0,0.8594387755102041,0.7700510204081632,0.7275,0.7386734693877551,0.7229081632653062,0.7125,0.6975,0.69,0.6872448979591836,0.6794387755102042,0.675,0.675,0.6635204081632653,0.6525,0.645,0.6375,0.6322959183673469,0.645,0.645,0.6266326530612246,0.6075,0.6007653061224489,0.5929591836734694,0.5925,0.5774999999999999,0.5774999999999999,0.569234693877551,0.555,0.5536224489795919,0.54,0.5325,0.530204081632653,0.5175,0.5145918367346939,0.5025,0.5025,0.5025,0.495,0.49806122448979595,0.4902551020408163,0.48,0.48,0.4725,0.46653061224489795,0.4662244897959184,0.4575,0.45061224489795915,0.44280612244897966,0.3225
Ei6QuJppkb4,transcripts,1uZfSOG-BbG-Pnvz0XDGxP9brWvc9OzSP,943.4399999999999,132,136000,0.07227722772277227,0.06336633663366337,0.04257425742574257,0.04554455445544554,0.023762376237623763,0.0049504950495049506,0.019801980198019802,0.04950495049504951,0.023762376237623763,0.01881188118811881,95,63,101,1,0.95,3,1,0.21683168316831683,4,3,0.6346534653465346,2.8244038961166993,0.0,0.7161903744083675,5.372549019607843,3.8186274509803924,0.029411764705882353,138.8936274509804,0.16336633663366337,0.0504950495049505,0.24851485148514854,0.06534653465346535,0.1198019801980198,0.1,5,0.7892236842105264,0.8052631578947369,0.51,1.0,0.9205263157894736,0.9,0.8775,0.8471052631578947,0.6327631578947368,0.687236842105263,0.84,0.825,0.8175000000000001,0.8052631578947369,0.795,0.7938157894736843,0.7725,0.7673684210526316,0.7578947368421053,0.75,0.75,0.7350000000000001,0.51,1.0,0.9878571428571429,0.9225,0.9140816326530613,0.9062755102040817,0.9000000000000001,0.896326530612245,0.8828571428571428,0.8775,0.8857653061224491,0.8608163265306124,0.84,0.7992857142857144,0.6295408163265306,0.6342857142857142,0.6408673469387756,0.722295918367347,0.7691326530612244,0.8399999999999999,0.84,0.8263775510204081,0.825,0.8175,0.8175000000000001,0.8175,0.81,0.8025,0.795,0.795,0.795,0.795,0.7930102040816327,0.7852040816326531,0.7725,0.7783163265306121,0.78,0.7689795918367346,0.765,0.7616326530612245,0.753061224489796,0.75,0.75,0.7446428571428573,0.7425,0.75,0.7425,0.735,0.735,0.7203061224489796,0.51
eL9OqXpmvOE,transcripts,1SVbjXtjVqcRrolUDIb0XJFA999FHVNEO,764.9200000000001,177,136000,0.3732673267326733,0.16930693069306932,0.22772277227722773,0.0019801980198019802,0.015841584158415842,0.0,0.04257425742574257,0.0049504950495049506,0.021782178217821784,0.011881188118811881,179,89,101,0,0.9,0,0,0.2198019801980198,3,8,0.6841584158415841,1.2764761904761905,0.0,0.86,1.54,2.3043333333333336,0.09333333333333334,123.19646666666668,0.0608910891089109,0.2851485148514852,0.22772277227722773,0.0202970297029703,0.2376237623762376,0.1,4,0.481171052631579,0.4077631578947369,0.2925,1.0,0.7460526315789473,0.6785526315789474,0.6240789473684211,0.5771052631578946,0.5451315789473684,0.5175,0.4886842105263158,0.465,0.4397368421052631,0.4077631578947369,0.3975,0.3813157894736842,0.3675,0.36,0.3525,0.3375,0.33,0.315,0.2925,1.0,0.9407142857142857,0.784438775510204,0.7331632653061224,0.6950510204081632,0.6809693877551021,0.6656632653061224,0.6407142857142858,0.6200510204081633,0.5972448979591837,0.5819387755102041,0.5666326530612245,0.5588265306122449,0.5435204081632653,0.5325,0.5204081632653061,0.5126020408163265,0.49729591836734693,0.4894897959183673,0.4741836734693877,0.4725,0.465,0.465,0.44295918367346937,0.42765306122448976,0.41984693877551016,0.405,0.40423469387755107,0.3975,0.39612244897959187,0.3825,0.38051020408163266,0.37270408163265306,0.3675,0.3675,0.3642857142857142,0.36,0.36,0.3525,0.3525,0.345,0.3375,0.3321428571428572,0.33,0.33,0.3225,0.3159183673469388,0.315,0.3075,0.2925
