,brightness,sharpness,speaker_prob,face_screen_ratio,text_prob,motion_speed,angry,disgust,fear,happy,sad,surprise,neutral,cinematic,edit_pace,scene_novelty,screencast_prob,bumper_score,visual_entropy,rms,zcr,centroid,rolloff,music_rms,music_zcr,music_centroid,music_rolloff,vocal_rms,vocal_zcr,vocal_centroid,vocal_rolloff,speech_ratio,silence_stretch,music_only,frame,flow_mag_med,radial_med,radial_ratio,wps,viewer_address,question_density,filler_density,pitch_mean,pitch_std,voiced_frac,pause_rate,speech_rate_cv,beat_sync,beat_sync_ratio,is_ad,ad_segment_length,n_ad_segments,ad_density_pct,syntactic_depth,lexical_diversity,avg_word_length,speech_complexity,cultural_ref_density,sentiment_polarity,sentiment_intensity,hook_score,hook_has_question,hook_has_address,topic_shift,loudness_change,loudness_variance,time_pct,edit_pace_x_screencast,hook_score_x_time_pct,is_ad_x_viewer_address
sad,0.303641977453872,0.09477842070814502,0.8858647936786654,0.8173836698858647,0.03949100862839376,0.6716417910447762,0.884108867427568,0.6874731252033153,0.8683055311676909,0.8788410886742756,0.9999999999999999,0.7945566286215978,0.8612818261633011,0.17025012608685308,0.39227735237537803,0.34373656260165764,-0.08073717319582724,0.12461607167182029,0.2834576841549152,-0.11847302588518127,0.2220272262885249,-0.022817027207516397,-0.12988153948893946,0.2500830109921794,0.40247734581553873,0.4063848928622916,0.4063848928622916,0.3829396105817747,0.32432640488048264,0.33018772545061187,0.3204188578337299,0.2832971608895783,0.043052034905353274,0.32628017840385903,-0.059675301927350564,-0.33172447247850756,-0.2922334638501138,-0.0974111546167046,0.15620887857453528,-0.14918825481837641,-0.2461540601751001,0.029837650963675282,,,,0.016673981420877365,0.08951295289102583,0.3331871028798676,0.06417587997422253,0.27053016310666916,0.2669646914347526,0.3783576020440668,0.27053016310666916,-0.2790697943073159,0.17902590578205166,0.3826239947106595,0.48354546120544356,-0.1816586396906113,0.1017990444643039,-0.07898201725678752,-0.30478702983193956,-0.2975870875533926,-0.23580570664161776,-0.007898201725678752,-0.2509872992826803,-0.1693725481173332,0.36594229669550277,0.2939886197891535,-0.3150504910576302,0.14565912759795935
surprise,0.6388767618104589,0.22290480425804476,0.9244951712028096,0.9139596136962247,-0.06932865959206903,0.7208077260755048,0.8683055311676909,0.6698906923336652,0.9332748024582966,0.8999122036874452,0.7945566286215978,0.9999999999999999,0.8647936786654961,0.2439666755265214,0.2904783079110741,0.37362669848006264,-0.2176393364409256,0.23694605177036254,0.24308909755700153,-0.10794209025094292,0.2606406569473988,-0.01404124751231778,-0.11935060385470113,0.09964244969219647,0.2031924464311458,0.2149150875714042,0.2149150875714042,0.20514621995452217,0.14067169368310095,0.14653301425323012,0.15044056129998293,0.09964244969219647,0.0,0.20123867290776937,-0.42650289318665263,-0.5037297545044003,-0.372970637045941,-0.11671786994614154,0.18604652953821058,-0.13865731918413807,-0.3780223066974752,0.059675301927350564,,,,-0.009653357664718474,-0.0860026410129464,0.2804398042709176,0.2136265593662476,-0.0013370518769687107,0.004011155630906133,0.18543268615031,-0.0013370518769687107,0.03510311878079445,0.14567794294029696,0.1404124751231778,0.3659500132897821,-0.2939886197891535,0.14918825481837641,-0.08951295289102583,-0.25559949764004153,-0.23493717438425732,-0.02358057066416178,-0.33611236232610686,-0.11584029197662168,-0.05002194426263209,0.36594229669550277,0.21676175847140572,-0.2676612807035577,-0.14565912759795935
neutral,0.6318561380543002,0.18604652953821058,0.9350307287093942,0.9385425812115891,-0.025449761116075977,0.7559262510974538,0.7769973661106233,0.6874731252033153,0.8683055311676909,0.9561018437225637,0.8612818261633011,0.8647936786654961,0.9999999999999999,0.33172447247850756,0.20447566689812766,0.4527476463934877,-0.3089074452709912,0.15620887857453528,0.39403250831441766,-0.1219833377632607,0.3659500132897821,0.052654678171191675,-0.06494076974446973,0.17388584358049974,0.2852509344129546,0.2754820667960726,0.2754820667960726,0.2969735755532131,0.24812923746880303,0.24812923746880303,0.21882263461815699,0.21882263461815699,-0.1722081396214131,0.2207764081415334,-0.35454149968602394,-0.49144366293112235,-0.4888109290225627,-0.016673981420877365,0.15620887857453528,-0.1720052820258928,-0.5292312293764652,0.07547170537870808,,,,-0.025449761116075977,-0.08424748507390668,0.24175845195768758,0.19780236978356258,0.08423426824902877,0.05214502320177972,0.2641010984565021,0.08423426824902877,0.00702062375615889,0.3738482150154609,0.30715228933195143,0.40631859988769575,-0.23606847380084267,-0.0017551559390397225,-0.240456363648442,-0.2327624291223746,-0.2975870875533926,-0.02358057066416178,-0.3168056469966699,-0.12110575979374086,-0.13777974121461822,0.36594229669550277,0.13602458527557848,-0.25010972131316045,-0.02319412859840117
cinematic,0.5157894736842105,0.5473684210526315,0.35454149968602394,0.4756472594797648,0.3929824561403509,0.22817027207516394,0.16673981420877365,0.46397259702829446,0.1474330988793367,0.39315493034489785,0.17025012608685308,0.24396667552652143,0.3317244724785076,1.0,-0.07543859649122807,0.22671388263882572,-0.20350877192982456,-0.12456140350877193,0.07894736842105264,-0.12105263157894736,0.2157894736842105,0.1,0.08421052631578947,0.22458538797354574,0.07421082385212817,0.07030499101780563,0.07030499101780563,0.2148208058877394,0.13670414920128873,0.11912790144683733,0.11131623577819226,0.1542803969557401,-0.3872983346207417,0.21091497305341692,-0.2368421052631579,-0.6228070175438596,-0.2508771929824561,0.10526315789473684,0.05263157894736842,-0.5614035087719299,-0.3479794477712209,-0.22456140350877193,,,,0.057894736842105256,-0.03333333333333333,-0.10544831750643056,-0.14587017255056228,-0.5149846374292384,-0.525676360005624,-0.26679359283689924,-0.5149846374292384,-0.22807017543859648,0.19473684210526312,0.34912280701754383,0.010526315789473684,-0.07719298245614034,-0.10526315789473684,-0.5701754385964912,-0.5048289917565079,0.09393364366277243,-0.4006938426723769,-0.04035087719298246,0.12280701754385966,-0.03859649122807017,0.17213259316477406,-0.07192982456140351,-0.5210526315789473,-0.7103563353353124
edit_pace,-0.06842105263157894,0.15789473684210528,0.19218957532484962,0.151820988726936,-0.19824561403508772,0.2957437757281932,0.5028521765348806,0.39543119064911464,0.3431329860822658,0.1448003649707771,0.392277352375378,0.2904783079110741,0.20447566689812766,-0.07543859649122807,1.0,0.465730068986735,0.2964912280701754,-0.1105263157894737,0.356140350877193,-0.5859649122807017,-0.2368421052631579,-0.2771929824561403,-0.3315789473684211,0.32613704166593166,0.27340829840257747,0.2812199640712225,0.2812199640712225,0.2441145521451584,0.26559663273393236,0.2929374625741901,0.30270204465999645,0.2031033073847718,0.3872983346207417,0.2812199640712225,0.15964912280701754,0.12631578947368421,0.5017543859649122,-0.08771929824561404,-0.005263157894736842,-0.21403508771929824,-0.0017574719584405095,-0.27543859649122804,,,,-0.2157894736842105,-0.1087719298245614,0.942004969724113,0.21616905088818264,0.33589828427478,0.33411633051204914,0.07769778317706189,0.33589828427478,-0.11228070175438597,-0.02456140350877193,0.21052631578947367,0.042105263157894736,-0.0894736842105263,0.3614035087719299,0.028070175438596492,-0.29938554119820726,0.0,-0.37712361663282534,-0.0543859649122807,-0.7736842105263159,-0.6192982456140351,0.2581988897471611,0.9368421052631579,-0.2824561403508772,0.14837730241990862
scene_novelty,0.2003518032622181,0.015817247625964585,0.3964838612106076,0.43340697023687264,-0.1476276445090028,0.49846197185457775,0.3525277790364826,0.2658450704225353,0.49142899870671763,0.36483548204523764,0.34373656260165764,0.3736266984800627,0.45274764639348763,0.22671388263882572,0.46573006898673497,1.0,-0.5834806902022491,-0.09841842967266852,0.14938511646744332,-0.41300591023351974,0.365554167355626,0.26537826572451695,0.21265410697130166,0.2875836894620078,0.3638814029927446,0.3208416671548931,0.3208416671548931,0.22693678896321703,0.38148856765368383,0.3521432932187851,0.3267107220418728,0.2680201731720753,0.3448707544076424,0.2288931405922103,-0.05096668679477477,-0.22671388263882572,-0.08611612596358496,-0.0738138222545014,0.21089663501286113,-0.2583483778907549,-0.34154929577464793,0.003514943916881019,,,,0.2196839948050637,0.11423567729863311,0.5809859154929579,0.5528169014084507,-0.044627206211629536,-0.08211405942939834,-0.08908762903946459,-0.044627206211629536,0.04920921483633426,0.37082658323094747,0.1652023640934079,-0.12126556513239516,-0.17047477996872942,0.0,-0.18629202759469402,-0.31838182938401643,-0.06273258298275693,-0.14167011870966748,-0.15817247625964587,-0.3919162467322336,-0.28119551335048154,0.21554422150477648,0.33391967210369683,-0.32161736839461325,-0.11333670414273389
screencast_prob,-0.2982456140350877,0.2912280701754386,-0.27555948242923645,-0.32996931653946787,0.26491228070175443,-0.22992542801420365,0.015796403451357504,0.05096668679477478,-0.2597630789778789,-0.27555948242923645,-0.08073717319582724,-0.2176393364409256,-0.3089074452709911,-0.20350877192982456,0.2964912280701754,-0.5834806902022491,1.0,0.2456140350877193,0.10701754385964912,-0.03333333333333333,-0.5087719298245614,-0.443859649122807,-0.4122807017543859,-0.039058328343225354,-0.1913858088818042,-0.14842164770425634,-0.14842164770425634,-0.06444624176632183,-0.2011503909676106,-0.14842164770425634,-0.12498665069832113,-0.1542803969557401,-0.08606629658238703,-0.037105411926064084,0.21403508771929824,0.40350877192982454,0.4964912280701754,0.015789473684210527,-0.30000000000000004,0.06491228070175438,0.29174034510112457,-0.2982456140350877,,,,-0.46140350877192987,-0.38947368421052625,0.17398972388561046,-0.555361138867201,0.3831200589871497,0.4116313191908445,0.08425060826428397,0.3831200589871497,-0.019298245614035085,-0.3368421052631579,-0.09473684210526316,-0.15789473684210528,0.13684210526315788,0.2631578947368421,0.11754385964912278,0.014925378886714146,-0.03131121455425748,-0.282842712474619,-0.008771929824561405,-0.19122807017543858,-0.20175438596491227,0.2151657414559676,0.4280701754385965,0.02631578947368421,0.2744980094768309
bumper_score,0.08421052631578947,-0.028070175438596492,0.19833262111148864,0.19131199735532975,0.09824561403508772,0.20886355674572699,0.2738043264901967,0.13356786884147873,0.19657746517244892,0.15269856669645585,0.1246160716718203,0.23694605177036257,0.15620887857453528,-0.12456140350877193,-0.1105263157894737,-0.09841842967266853,0.2456140350877193,1.0,-0.2263157894736842,0.20526315789473687,0.0894736842105263,0.11228070175438597,0.0894736842105263,-0.27731413123689996,-0.1503745641214176,-0.12693956711548238,-0.12693956711548238,-0.1796683103788366,-0.22263247155638452,-0.2011503909676106,-0.18943289246464293,-0.17771539396167535,0.0,-0.16013914620722394,0.057894736842105256,0.19824561403508772,0.08070175438596491,-0.06842105263157894,0.12982456140350876,0.4912280701754386,0.23374377047258776,0.38596491228070173,,,,0.15263157894736842,-0.0912280701754386,-0.07557129421294191,-0.13884028471680024,0.12295480962843407,0.13364653220481965,-0.11420638009158494,0.12295480962843407,0.19473684210526312,-0.11754385964912278,-0.5614035087719299,-0.1842105263157895,-0.0543859649122807,0.5491228070175439,0.3245614035087719,-0.05355577129938605,-0.1252448582170299,0.1414213562373095,-0.2508771929824561,0.1719298245614035,0.2157894736842105,-0.043033148291193514,-0.1087719298245614,-0.06491228070175438,-0.014837730241990862
visual_entropy,0.45614035087719296,0.09473684210526316,0.27819221633779606,0.22553753816660432,-0.256140350877193,-0.05177710020167181,0.33962267420418635,0.16344489213496738,0.19043441938580993,0.2939886197891535,0.2834576841549152,0.24308909755700156,0.3940325083144177,0.07894736842105264,0.356140350877193,0.14938511646744332,0.10701754385964912,-0.2263157894736842,1.0,-0.12982456140350876,-0.4350877192982456,-0.5719298245614035,-0.5912280701754385,0.38081870134644713,0.11522206861251477,0.0898341551894183,0.0898341551894183,0.2831728804883838,0.23630288647651335,0.24802038497948095,0.2011503909676106,0.19919747455044925,-0.3872983346207417,0.1855270596303204,-0.34210526315789475,-0.13859649122807016,0.04736842105263158,0.2912280701754386,-0.6473684210526316,-0.2421052631578947,-0.49560709228022365,-0.5350877192982456,,,,-0.524561403508772,-0.3298245614035088,0.3866438308569121,-0.017574719584405096,0.26818404129100476,0.23967278108730988,0.2087542849215036,0.26818404129100476,-0.07192982456140351,0.36315789473684207,0.5333333333333333,0.30526315789473685,0.24035087719298245,-0.23333333333333334,-0.42105263157894735,0.05531169822723478,0.06262242910851495,-0.09428090415820634,-0.4403508771929824,-0.39649122807017545,-0.5263157894736842,0.2581988897471611,0.443859649122807,0.05087719298245614,0.12241127449642458
rms,-0.06842105263157894,-0.2175438596491228,-0.08336990710438683,-0.06757350365302932,0.3245614035087719,-0.20974113471524683,-0.10969724618998264,-0.47627490073737805,-0.09741115461670459,-0.032470384872234866,-0.11847302588518129,-0.10794209025094292,-0.12198333776326072,-0.12105263157894736,-0.5859649122807017,-0.41300591023351974,-0.03333333333333333,0.20526315789473687,-0.12982456140350876,1.0,-0.04912280701754386,-0.02631578947368421,0.02456140350877193,-0.2148208058877394,-0.31246662674580283,-0.3085607939114802,-0.3085607939114802,-0.15232748053857886,-0.38863036701509224,-0.40815953118670495,-0.4179241132725112,-0.4257357789411563,-0.3872983346207417,-0.3417603730032218,-0.15087719298245614,0.32631578947368417,-0.29298245614035084,0.28596491228070176,-0.04912280701754386,0.2,0.06326899050385835,0.08771929824561404,,,,0.0,0.0456140350877193,-0.47275995682049704,0.07908623812982293,-0.007127815050923715,-0.030293213966425786,0.07676166530745873,-0.007127815050923715,-0.28596491228070176,-0.19649122807017544,-0.27543859649122804,0.2543859649122807,0.2631578947368421,-0.3649122807017544,0.2070175438596491,0.5171204802514489,0.3444233600968322,0.04714045207910317,0.015789473684210527,0.7719298245614035,0.743859649122807,-0.3872983346207417,-0.5087719298245614,0.5070175438596491,0.005564148840746573
